datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-08-22 08:00:00+09:00,148.3280029296875,148.33599853515625,148.3159942626953,148.3260040283203,148.3260040283203,0,0.0,0.0
2025-08-22 08:01:00+09:00,148.322998046875,148.33799743652344,148.3179931640625,148.33799743652344,148.33799743652344,0,0.0,0.0
2025-08-22 08:02:00+09:00,148.33099365234375,148.343994140625,148.31700134277344,148.3179931640625,148.3179931640625,0,0.0,0.0
2025-08-22 08:03:00+09:00,148.3179931640625,148.3470001220703,148.3179931640625,148.3350067138672,148.3350067138672,0,0.0,0.0
2025-08-22 08:04:00+09:00,148.3350067138672,148.375,148.3350067138672,148.36700439453125,148.36700439453125,0,0.0,0.0
2025-08-22 08:05:00+09:00,148.375,148.3780059814453,148.36500549316406,148.3699951171875,148.3699951171875,0,0.0,0.0
2025-08-22 08:06:00+09:00,148.36500549316406,148.375,148.35899353027344,148.36199951171875,148.36199951171875,0,0.0,0.0
2025-08-22 08:07:00+09:00,148.36199951171875,148.3699951171875,148.35400390625,148.36199951171875,148.36199951171875,0,0.0,0.0
2025-08-22 08:08:00+09:00,148.36199951171875,148.38099670410156,148.35499572753906,148.3769989013672,148.3769989013672,0,0.0,0.0
2025-08-22 08:09:00+09:00,148.3730010986328,148.39300537109375,148.3730010986328,148.38400268554688,148.38400268554688,0,0.0,0.0
2025-08-22 08:10:00+09:00,148.38400268554688,148.40699768066406,148.3769989013672,148.3780059814453,148.3780059814453,0,0.0,0.0
2025-08-22 08:11:00+09:00,148.3780059814453,148.38600158691406,148.3459930419922,148.36000061035156,148.36000061035156,0,0.0,0.0
2025-08-22 08:12:00+09:00,148.3560028076172,148.3769989013672,148.35400390625,148.36399841308594,148.36399841308594,0,0.0,0.0
2025-08-22 08:13:00+09:00,148.36500549316406,148.375,148.36000061035156,148.36599731445312,148.36599731445312,0,0.0,0.0
2025-08-22 08:14:00+09:00,148.3679962158203,148.37399291992188,148.36199951171875,148.36900329589844,148.36900329589844,0,0.0,0.0
2025-08-22 08:15:00+09:00,148.36599731445312,148.3780059814453,148.36099243164062,148.36399841308594,148.36399841308594,0,0.0,0.0
2025-08-22 08:16:00+09:00,148.36399841308594,148.3769989013672,148.36000061035156,148.37100219726562,148.37100219726562,0,0.0,0.0
2025-08-22 08:17:00+09:00,148.36700439453125,148.41299438476562,148.36700439453125,148.4040069580078,148.4040069580078,0,0.0,0.0
2025-08-22 08:18:00+09:00,148.40899658203125,148.42300415039062,148.39300537109375,148.40899658203125,148.40899658203125,0,0.0,0.0
2025-08-22 08:19:00+09:00,148.40899658203125,148.42300415039062,148.39100646972656,148.4149932861328,148.4149932861328,0,0.0,0.0
2025-08-22 08:20:00+09:00,148.4149932861328,148.43299865722656,148.4010009765625,148.4290008544922,148.4290008544922,0,0.0,0.0
2025-08-22 08:21:00+09:00,148.4239959716797,148.45399475097656,148.41700744628906,148.42599487304688,148.42599487304688,0,0.0,0.0
2025-08-22 08:22:00+09:00,148.42599487304688,148.43499755859375,148.4149932861328,148.41600036621094,148.41600036621094,0,0.0,0.0
2025-08-22 08:23:00+09:00,148.4219970703125,148.4459991455078,148.41400146484375,148.43600463867188,148.43600463867188,0,0.0,0.0
2025-08-22 08:24:00+09:00,148.44000244140625,148.447998046875,148.42599487304688,148.42599487304688,148.42599487304688,0,0.0,0.0
2025-08-22 08:25:00+09:00,148.4340057373047,148.4459991455078,148.4250030517578,148.4409942626953,148.4409942626953,0,0.0,0.0
2025-08-22 08:26:00+09:00,148.43600463867188,148.44400024414062,148.4149932861328,148.4239959716797,148.4239959716797,0,0.0,0.0
2025-08-22 08:27:00+09:00,148.4239959716797,148.43699645996094,148.4239959716797,148.4250030517578,148.4250030517578,0,0.0,0.0
2025-08-22 08:28:00+09:00,148.4250030517578,148.44900512695312,148.4250030517578,148.43800354003906,148.43800354003906,0,0.0,0.0
2025-08-22 08:29:00+09:00,148.4409942626953,148.44500732421875,148.4029998779297,148.4029998779297,148.4029998779297,0,0.0,0.0
2025-08-22 08:30:00+09:00,148.4029998779297,148.41299438476562,148.37600708007812,148.3979949951172,148.3979949951172,0,0.0,0.0
2025-08-22 08:31:00+09:00,148.39999389648438,148.4040069580078,148.33999633789062,148.3419952392578,148.3419952392578,0,0.0,0.0
2025-08-22 08:32:00+09:00,148.34100341796875,148.35400390625,148.29600524902344,148.29800415039062,148.29800415039062,0,0.0,0.0
2025-08-22 08:33:00+09:00,148.30299377441406,148.32699584960938,148.2969970703125,148.31900024414062,148.31900024414062,0,0.0,0.0
2025-08-22 08:34:00+09:00,148.32200622558594,148.35400390625,148.3209991455078,148.35400390625,148.35400390625,0,0.0,0.0
2025-08-22 08:35:00+09:00,148.35499572753906,148.36500549316406,148.3249969482422,148.3350067138672,148.3350067138672,0,0.0,0.0
2025-08-22 08:36:00+09:00,148.3260040283203,148.34300231933594,148.3040008544922,148.33700561523438,148.33700561523438,0,0.0,0.0
2025-08-22 08:37:00+09:00,148.33200073242188,148.33700561523438,148.2989959716797,148.31199645996094,148.31199645996094,0,0.0,0.0
2025-08-22 08:38:00+09:00,148.30599975585938,148.31399536132812,148.30499267578125,148.30799865722656,148.30799865722656,0,0.0,0.0
2025-08-22 08:39:00+09:00,148.30599975585938,148.31199645996094,148.2949981689453,148.3000030517578,148.3000030517578,0,0.0,0.0
2025-08-22 08:40:00+09:00,148.2969970703125,148.32000732421875,148.2969970703125,148.30599975585938,148.30599975585938,0,0.0,0.0
2025-08-22 08:41:00+09:00,148.31199645996094,148.322998046875,148.30599975585938,148.31399536132812,148.31399536132812,0,0.0,0.0
2025-08-22 08:42:00+09:00,148.31500244140625,148.32699584960938,148.28799438476562,148.29800415039062,148.29800415039062,0,0.0,0.0
2025-08-22 08:43:00+09:00,148.29800415039062,148.3249969482422,148.29800415039062,148.3179931640625,148.3179931640625,0,0.0,0.0
2025-08-22 08:44:00+09:00,148.32400512695312,148.34500122070312,148.3179931640625,148.3300018310547,148.3300018310547,0,0.0,0.0
2025-08-22 08:45:00+09:00,148.33900451660156,148.3419952392578,148.31900024414062,148.33200073242188,148.33200073242188,0,0.0,0.0
2025-08-22 08:46:00+09:00,148.33299255371094,148.34100341796875,148.31100463867188,148.322998046875,148.322998046875,0,0.0,0.0
2025-08-22 08:47:00+09:00,148.3260040283203,148.33099365234375,148.31500244140625,148.3209991455078,148.3209991455078,0,0.0,0.0
2025-08-22 08:48:00+09:00,148.3209991455078,148.33599853515625,148.2989959716797,148.31900024414062,148.31900024414062,0,0.0,0.0
2025-08-22 08:49:00+09:00,148.3179931640625,148.31900024414062,148.30599975585938,148.30999755859375,148.30999755859375,0,0.0,0.0
2025-08-22 08:50:00+09:00,148.31199645996094,148.34500122070312,148.30999755859375,148.34500122070312,148.34500122070312,0,0.0,0.0
2025-08-22 08:51:00+09:00,148.33999633789062,148.3509979248047,148.33799743652344,148.3470001220703,148.3470001220703,0,0.0,0.0
2025-08-22 08:52:00+09:00,148.33999633789062,148.36599731445312,148.33999633789062,148.36099243164062,148.36099243164062,0,0.0,0.0
2025-08-22 08:53:00+09:00,148.36099243164062,148.38400268554688,148.3419952392578,148.35699462890625,148.35699462890625,0,0.0,0.0
2025-08-22 08:54:00+09:00,148.3560028076172,148.35800170898438,148.3419952392578,148.35000610351562,148.35000610351562,0,0.0,0.0
2025-08-22 08:55:00+09:00,148.34500122070312,148.36599731445312,148.34500122070312,148.35800170898438,148.35800170898438,0,0.0,0.0
2025-08-22 08:56:00+09:00,148.35899353027344,148.36900329589844,148.3560028076172,148.35800170898438,148.35800170898438,0,0.0,0.0
2025-08-22 08:57:00+09:00,148.35800170898438,148.3820037841797,148.35800170898438,148.3730010986328,148.3730010986328,0,0.0,0.0
2025-08-22 08:58:00+09:00,148.3730010986328,148.39700317382812,148.3730010986328,148.38600158691406,148.38600158691406,0,0.0,0.0
2025-08-22 08:59:00+09:00,148.38600158691406,148.39700317382812,148.37399291992188,148.38600158691406,148.38600158691406,0,0.0,0.0
2025-08-22 09:00:00+09:00,148.37899780273438,148.43600463867188,148.37899780273438,148.41900634765625,148.41900634765625,0,0.0,0.0
2025-08-22 09:01:00+09:00,148.41700744628906,148.45399475097656,148.40699768066406,148.4459991455078,148.4459991455078,0,0.0,0.0
2025-08-22 09:02:00+09:00,148.4530029296875,148.46800231933594,148.43699645996094,148.46800231933594,148.46800231933594,0,0.0,0.0
2025-08-22 09:03:00+09:00,148.46400451660156,148.47300720214844,148.4510040283203,148.46299743652344,148.46299743652344,0,0.0,0.0
2025-08-22 09:04:00+09:00,148.46499633789062,148.4709930419922,148.4429931640625,148.4429931640625,148.4429931640625,0,0.0,0.0
2025-08-22 09:05:00+09:00,148.4429931640625,148.4499969482422,148.39700317382812,148.39700317382812,148.39700317382812,0,0.0,0.0
2025-08-22 09:06:00+09:00,148.39700317382812,148.4080047607422,148.375,148.3769989013672,148.3769989013672,0,0.0,0.0
2025-08-22 09:07:00+09:00,148.375,148.40199279785156,148.36900329589844,148.38400268554688,148.38400268554688,0,0.0,0.0
2025-08-22 09:08:00+09:00,148.37600708007812,148.3939971923828,148.35800170898438,148.36399841308594,148.36399841308594,0,0.0,0.0
2025-08-22 09:09:00+09:00,148.3730010986328,148.39599609375,148.36399841308594,148.38499450683594,148.38499450683594,0,0.0,0.0
2025-08-22 09:10:00+09:00,148.38400268554688,148.39700317382812,148.3719940185547,148.38099670410156,148.38099670410156,0,0.0,0.0
2025-08-22 09:11:00+09:00,148.37600708007812,148.39500427246094,148.35699462890625,148.37899780273438,148.37899780273438,0,0.0,0.0
2025-08-22 09:12:00+09:00,148.3820037841797,148.38900756835938,148.35400390625,148.35800170898438,148.35800170898438,0,0.0,0.0
2025-08-22 09:13:00+09:00,148.36300659179688,148.36700439453125,148.3350067138672,148.3520050048828,148.3520050048828,0,0.0,0.0
2025-08-22 09:14:00+09:00,148.343994140625,148.3509979248047,148.28500366210938,148.3000030517578,148.3000030517578,0,0.0,0.0
2025-08-22 09:15:00+09:00,148.29800415039062,148.31300354003906,148.27499389648438,148.30999755859375,148.30999755859375,0,0.0,0.0
2025-08-22 09:16:00+09:00,148.30599975585938,148.36700439453125,148.30599975585938,148.36300659179688,148.36300659179688,0,0.0,0.0
2025-08-22 09:17:00+09:00,148.35400390625,148.38600158691406,148.34800720214844,148.36500549316406,148.36500549316406,0,0.0,0.0
2025-08-22 09:18:00+09:00,148.36599731445312,148.38800048828125,148.36099243164062,148.3679962158203,148.3679962158203,0,0.0,0.0
2025-08-22 09:19:00+09:00,148.36900329589844,148.38600158691406,148.34500122070312,148.3489990234375,148.3489990234375,0,0.0,0.0
2025-08-22 09:20:00+09:00,148.35400390625,148.37100219726562,148.343994140625,148.36399841308594,148.36399841308594,0,0.0,0.0
2025-08-22 09:21:00+09:00,148.36399841308594,148.37399291992188,148.35499572753906,148.36199951171875,148.36199951171875,0,0.0,0.0
2025-08-22 09:22:00+09:00,148.35499572753906,148.35899353027344,148.33799743652344,148.34100341796875,148.34100341796875,0,0.0,0.0
2025-08-22 09:23:00+09:00,148.33900451660156,148.3560028076172,148.3280029296875,148.3350067138672,148.3350067138672,0,0.0,0.0
2025-08-22 09:24:00+09:00,148.3350067138672,148.3509979248047,148.3280029296875,148.34500122070312,148.34500122070312,0,0.0,0.0
2025-08-22 09:25:00+09:00,148.3419952392578,148.3679962158203,148.3419952392578,148.3520050048828,148.3520050048828,0,0.0,0.0
2025-08-22 09:26:00+09:00,148.35299682617188,148.38999938964844,148.3520050048828,148.3769989013672,148.3769989013672,0,0.0,0.0
2025-08-22 09:27:00+09:00,148.38299560546875,148.38400268554688,148.36099243164062,148.36500549316406,148.36500549316406,0,0.0,0.0
